Process Type,Scheduler Type,Iterations,Num Simultaneous Processes,Wall,User,System,CPU,I-Switched,V-switched
I/O BOUND,SCHED_OTHER,1,5,1.23,0.01,0.05,5%,23,1927
I/O BOUND,SCHED_OTHER,1,5,3.61,0,0.26,7%,46,1632
I/O BOUND,SCHED_OTHER,1,5,0.99,0,0.06,7%,12,1927
I/O BOUND,SCHED_OTHER,1,5,0.88,0,0.06,7%,25,1906
I/O BOUND,SCHED_OTHER,1,5,14.62,0,0.11,0%,46,1605
I/O BOUND,SCHED_OTHER,1,5,1.44,0,0.06,4%,30,1798
I/O BOUND,SCHED_OTHER,1,5,0.93,0.02,0.04,7%,37,1923
I/O BOUND,SCHED_OTHER,1,5,2.25,0,0.1,4%,18,1796
I/O BOUND,SCHED_OTHER,1,5,0.83,0,0.07,9%,34,1748
I/O BOUND,SCHED_OTHER,1,5,1,0,0.06,6%,29,1803
I/O BOUND,SCHED_OTHER,1,5,4.76,0,0.08,1%,41,1748
I/O BOUND,SCHED_RR,1,5,2.5,0,0.05,2%,1,1216
I/O BOUND,SCHED_RR,1,5,8.56,0,0.1,1%,1,1400
I/O BOUND,SCHED_RR,1,5,2.93,0,0.08,3%,1,1284
I/O BOUND,SCHED_RR,1,5,1.7,0,0.04,2%,1,1603
I/O BOUND,SCHED_RR,1,5,20.35,0.01,0.02,0%,1,1852
I/O BOUND,SCHED_RR,1,5,8.18,0,0.08,1%,1,1171
I/O BOUND,SCHED_RR,1,5,2.28,0,0.04,1%,1,1227
I/O BOUND,SCHED_RR,1,5,9.96,0,0.09,0%,1,1201
I/O BOUND,SCHED_RR,1,5,2.4,0,0.08,3%,1,1277
I/O BOUND,SCHED_RR,1,5,1.51,0,0.04,2%,1,1729
I/O BOUND,SCHED_RR,1,5,3.86,0,0.07,1%,1,1772
I/O BOUND,SCHED_RR,1,5,1.72,0,0.04,3%,1,1812
I/O BOUND,SCHED_RR,1,5,4.78,0,0.04,1%,1,1317
I/O BOUND,SCHED_RR,1,5,2.97,0.01,0.04,1%,1,1602
I/O BOUND,SCHED_RR,1,5,6.6,0,0.08,1%,1,1215
I/O BOUND,SCHED_RR,1,5,1.98,0,0.04,2%,1,1218
I/O BOUND,SCHED_RR,1,5,8.87,0,0.04,0%,1,1355
I/O BOUND,SCHED_RR,1,5,2.34,0,0.07,3%,1,1373
I/O BOUND,SCHED_RR,1,5,1.77,0,0.03,2%,1,1958
I/O BOUND,SCHED_RR,1,5,6.18,0.02,0.02,0%,1,1841
I/O BOUND,SCHED_RR,1,5,1.93,0.01,0.04,2%,1,1288
I/O BOUND,SCHED_RR,1,5,23.81,0,0.1,0%,1,1148
I/O BOUND,SCHED_RR,1,5,3.09,0,0.05,1%,1,1616
I/O BOUND,SCHED_RR,1,5,3.3,0,0.04,1%,1,1816
I/O BOUND,SCHED_RR,1,5,3.87,0,0.04,1%,1,1351
I/O BOUND,SCHED_RR,1,5,1.67,0,0.04,3%,1,1672
I/O BOUND,SCHED_RR,1,5,2.42,0,0.08,3%,1,1215
I/O BOUND,SCHED_RR,1,5,1.27,0,0.05,4%,1,1392
I/O BOUND,SCHED_RR,1,5,8.84,0,0.1,1%,1,1167
I/O BOUND,SCHED_RR,1,5,1.96,0,0.06,3%,1,1561
I/O BOUND,SCHED_RR,1,5,1.31,0,0.04,3%,1,1241
I/O BOUND,SCHED_RR,1,5,1.39,0,0.05,3%,1,1264
I/O BOUND,SCHED_RR,1,5,1.96,0,0.05,2%,1,1885
I/O BOUND,SCHED_RR,1,5,1.82,0,0.08,4%,1,1327
I/O BOUND,SCHED_RR,1,5,5.04,0,0.04,0%,1,1494
I/O BOUND,SCHED_RR,1,5,1.52,0.01,0.03,3%,1,1398
I/O BOUND,SCHED_RR,1,5,9.01,0,0.04,0%,1,1499
I/O BOUND,SCHED_RR,1,5,2.64,0,0.1,3%,1,1499
I/O BOUND,SCHED_RR,1,5,5.77,0,0.04,0%,1,1902
I/O BOUND,SCHED_RR,1,5,2.18,0,0.06,2%,1,1789
I/O BOUND,SCHED_RR,1,5,9.54,0,0.04,0%,1,1923
I/O BOUND,SCHED_RR,1,5,1.57,0.01,0.03,3%,1,1337
I/O BOUND,SCHED_RR,1,5,8.1,0,0.1,1%,1,1152
I/O BOUND,SCHED_RR,1,5,3.74,0,0.04,1%,1,1307
I/O BOUND,SCHED_RR,1,5,5.05,0,0.05,1%,1,1581
I/O BOUND,SCHED_RR,1,5,4.18,0,0.03,1%,1,1546
I/O BOUND,SCHED_RR,1,5,1.24,0,0.07,6%,1,1247
I/O BOUND,SCHED_RR,1,5,1.64,0.01,0.03,2%,1,1958
I/O BOUND,SCHED_RR,1,5,4.69,0,0.04,1%,1,1231
I/O BOUND,SCHED_RR,1,5,4.01,0,0.04,1%,1,1689
I/O BOUND,SCHED_RR,1,5,1.63,0,0.04,2%,1,1688
I/O BOUND,SCHED_RR,1,5,2.27,0.02,0.02,1%,1,1169
I/O BOUND,SCHED_RR,1,5,5.35,0,0.05,1%,0,1923
I/O BOUND,SCHED_RR,1,5,3.47,0,0.04,1%,1,1871
I/O BOUND,SCHED_RR,1,5,8.07,0,0.04,0%,1,1389
I/O BOUND,SCHED_RR,1,5,4.47,0,0.11,2%,1,1146
I/O BOUND,SCHED_RR,1,5,9.81,0,0.06,0%,1,1901
I/O BOUND,SCHED_RR,1,5,1.71,0.02,0.02,2%,1,1640
I/O BOUND,SCHED_RR,1,5,3.36,0,0.04,1%,1,1699
I/O BOUND,SCHED_RR,1,5,4.67,0,0.04,1%,1,1651
I/O BOUND,SCHED_RR,1,5,1.38,0,0.04,3%,1,1289
I/O BOUND,SCHED_RR,1,5,3.55,0,0.06,1%,1,1561
I/O BOUND,SCHED_RR,1,5,1.56,0,0.05,3%,1,1459
I/O BOUND,SCHED_RR,1,5,2.66,0,0.05,2%,1,1149
I/O BOUND,SCHED_RR,1,5,2.17,0,0.08,3%,1,1220
I/O BOUND,SCHED_RR,1,5,12.22,0,0.08,0%,1,1187
I/O BOUND,SCHED_RR,1,5,1.39,0,0.06,4%,1,1294
I/O BOUND,SCHED_RR,1,5,1.99,0,0.03,2%,1,1175
I/O BOUND,SCHED_RR,1,5,7.87,0,0.05,0%,1,1655
I/O BOUND,SCHED_RR,1,5,5.39,0,0.1,2%,1,1209
I/O BOUND,SCHED_RR,1,5,10.85,0,0.06,0%,1,1570
I/O BOUND,SCHED_RR,1,5,1.88,0,0.05,3%,1,1523
I/O BOUND,SCHED_RR,1,5,1.54,0,0.04,3%,1,1599
I/O BOUND,SCHED_RR,1,5,8.72,0,0.05,0%,1,1790
I/O BOUND,SCHED_RR,1,5,1.95,0.01,0.02,2%,1,1962
I/O BOUND,SCHED_RR,1,5,6.88,0,0.08,1%,1,1178
I/O BOUND,SCHED_RR,1,5,2.12,0.02,0.01,1%,1,1973
I/O BOUND,SCHED_RR,1,5,2.4,0,0.08,3%,1,1138
I/O BOUND,SCHED_RR,1,5,3.65,0,0.04,1%,1,1970
I/O BOUND,SCHED_RR,1,5,2.18,0,0.07,3%,1,1293
I/O BOUND,SCHED_RR,1,5,1.41,0,0.04,3%,1,1193
I/O BOUND,SCHED_RR,1,5,2.64,0.01,0.06,2%,1,1299
I/O BOUND,SCHED_RR,1,5,4.64,0,0.04,1%,1,1224
I/O BOUND,SCHED_RR,1,5,4.66,0,0.04,0%,1,1637
I/O BOUND,SCHED_RR,1,5,13.28,0,0.15,1%,1,1424
I/O BOUND,SCHED_RR,1,5,4.06,0,0.08,1%,1,1210
I/O BOUND,SCHED_RR,1,5,14.9,0,0.04,0%,1,1776
I/O BOUND,SCHED_RR,1,5,2.13,0.02,0.05,3%,1,1182
I/O BOUND,SCHED_RR,1,5,9.91,0,0.04,0%,1,1786
I/O BOUND,SCHED_RR,1,5,5.07,0,0.04,0%,1,1930
I/O BOUND,SCHED_RR,1,5,7.62,0,0.06,0%,1,1472
I/O BOUND,SCHED_RR,1,5,3.41,0,0.06,1%,1,1950
I/O BOUND,SCHED_RR,1,5,6.48,0,0.04,0%,1,1835
I/O BOUND,SCHED_RR,1,5,5.23,0,0.07,1%,1,1143
I/O BOUND,SCHED_RR,1,5,5.61,0,0.04,0%,1,1402
I/O BOUND,SCHED_RR,1,5,1.72,0,0.04,2%,1,1860
I/O BOUND,SCHED_RR,1,5,2.63,0,0.04,1%,1,1214
I/O BOUND,SCHED_RR,1,5,4.33,0,0.05,1%,1,1741
I/O BOUND,SCHED_RR,1,5,2.03,0,0.04,2%,1,1976
I/O BOUND,SCHED_RR,1,5,1.78,0,0.05,2%,2,1159
I/O BOUND,SCHED_RR,1,5,4.32,0,0.04,1%,1,1950
I/O BOUND,SCHED_RR,1,5,9.91,0,0.05,0%,1,1817
I/O BOUND,SCHED_RR,1,5,19.01,0,0.12,0%,1,1310
I/O BOUND,SCHED_RR,1,5,6.1,0.02,0.05,1%,1,1182
I/O BOUND,SCHED_RR,1,5,1.78,0,0.05,3%,1,1348
I/O BOUND,SCHED_RR,1,5,2.15,0,0.04,1%,1,1818
I/O BOUND,SCHED_RR,1,5,2.9,0,0.06,2%,1,1252
I/O BOUND,SCHED_RR,1,5,1.29,0,0.03,3%,1,1283
I/O BOUND,SCHED_RR,1,5,2.74,0.01,0.02,1%,1,1932
I/O BOUND,SCHED_RR,1,5,4.19,0,0.04,1%,1,1305
I/O BOUND,SCHED_RR,1,5,10.17,0,0.04,0%,1,1536
I/O BOUND,SCHED_RR,1,5,2.32,0,0.08,3%,1,1354
I/O BOUND,SCHED_RR,1,5,1.35,0,0.05,3%,1,1283
I/O BOUND,SCHED_RR,1,5,2.34,0,0.04,1%,1,1946
I/O BOUND,SCHED_RR,1,5,1.39,0,0.06,4%,1,1218
I/O BOUND,SCHED_RR,1,5,7.07,0,0.08,1%,1,1249
I/O BOUND,SCHED_RR,1,5,2.29,0.01,0.04,2%,1,1156
I/O BOUND,SCHED_RR,1,5,1.41,0,0.04,2%,1,1270
I/O BOUND,SCHED_RR,1,5,2.45,0,0.04,1%,1,1853
I/O BOUND,SCHED_RR,1,5,3.76,0,0.04,1%,1,1826
I/O BOUND,SCHED_RR,1,5,8.77,0.01,0.06,0%,1,1190
I/O BOUND,SCHED_RR,1,5,1.82,0,0.05,3%,1,1648
I/O BOUND,SCHED_RR,1,5,3.79,0,0.07,2%,1,1595
I/O BOUND,SCHED_RR,1,5,1.66,0,0.12,7%,1,1422
I/O BOUND,SCHED_RR,1,5,1.42,0.01,0.04,3%,1,1441
I/O BOUND,SCHED_RR,1,5,1.51,0,0.06,3%,1,1414
I/O BOUND,SCHED_RR,1,5,1.45,0,0.04,3%,1,1189
I/O BOUND,SCHED_RR,1,5,3.87,0,0.08,2%,1,1280
I/O BOUND,SCHED_RR,1,5,2.28,0,0.04,2%,1,1253
I/O BOUND,SCHED_RR,1,5,1.91,0,0.07,3%,1,1268
I/O BOUND,SCHED_RR,1,5,3.65,0,0.04,1%,1,1503
I/O BOUND,SCHED_RR,1,5,5.54,0,0.04,0%,1,1848
I/O BOUND,SCHED_RR,1,5,4.22,0,0.08,1%,1,1322
I/O BOUND,SCHED_RR,1,5,1.29,0,0.05,4%,1,1133
I/O BOUND,SCHED_RR,1,5,2.65,0,0.04,1%,1,1827
I/O BOUND,SCHED_RR,1,5,9.93,0,0.05,0%,1,1604
I/O BOUND,SCHED_RR,1,5,5.11,0,0.1,1%,1,1539
I/O BOUND,SCHED_RR,1,5,6.93,0,0.04,0%,1,1483
I/O BOUND,SCHED_RR,1,5,2.48,0,0.08,3%,1,1150
I/O BOUND,SCHED_RR,1,5,6.63,0,0.05,0%,1,1446
I/O BOUND,SCHED_RR,1,5,2.11,0,0.04,2%,1,1977
I/O BOUND,SCHED_RR,1,5,6.6,0,0.09,1%,1,1351
I/O BOUND,SCHED_RR,1,5,2.16,0,0.07,3%,1,1225
I/O BOUND,SCHED_RR,1,5,8.52,0.01,0.03,0%,1,1994
I/O BOUND,SCHED_RR,1,5,1.31,0,0.05,4%,1,1180
I/O BOUND,SCHED_RR,1,5,8.72,0,0.04,0%,1,1395
I/O BOUND,SCHED_RR,1,5,1.72,0,0.04,2%,1,1947
I/O BOUND,SCHED_RR,1,5,8.84,0,0.08,0%,1,1282
I/O BOUND,SCHED_RR,1,5,1.66,0,0.04,2%,1,1285
I/O BOUND,SCHED_RR,1,5,1.54,0,0.04,3%,1,1226
I/O BOUND,SCHED_RR,1,5,1.76,0,0.04,2%,1,1639
I/O BOUND,SCHED_RR,1,5,1.96,0.02,0.02,2%,1,1873
I/O BOUND,SCHED_RR,1,5,8.85,0,0.08,0%,1,1174
I/O BOUND,SCHED_RR,1,5,1.38,0,0.04,2%,1,1200
I/O BOUND,SCHED_RR,1,5,8.05,0,0.05,0%,1,1754
I/O BOUND,SCHED_RR,1,5,3.09,0,0.08,2%,1,1274
I/O BOUND,SCHED_RR,1,5,2.09,0,0.03,2%,1,1379
I/O BOUND,SCHED_RR,1,5,3.12,0,0.05,1%,1,1630
I/O BOUND,SCHED_RR,1,5,1.46,0,0.04,2%,1,1267
I/O BOUND,SCHED_RR,1,5,2.96,0.02,0.02,1%,1,1901
I/O BOUND,SCHED_RR,1,5,1.71,0,0.07,4%,1,1546
I/O BOUND,SCHED_RR,1,5,2.66,0,0.08,3%,1,1274
I/O BOUND,SCHED_RR,1,5,1.37,0,0.06,4%,1,1241
I/O BOUND,SCHED_RR,1,5,2.07,0,0.08,4%,1,1233
I/O BOUND,SCHED_RR,1,5,2.91,0,0.06,2%,1,1104
I/O BOUND,SCHED_RR,1,5,1.88,0,0.04,2%,1,1930
I/O BOUND,SCHED_RR,1,5,1.17,0,0.05,4%,1,1157
I/O BOUND,SCHED_RR,1,5,1.8,0,0.04,2%,1,1656
I/O BOUND,SCHED_RR,1,5,4.21,0,0.07,1%,1,1211
I/O BOUND,SCHED_RR,1,5,5.38,0,0.12,2%,1,1856
I/O BOUND,SCHED_RR,1,5,12.18,0,0.06,0%,1,1568
I/O BOUND,SCHED_RR,1,5,5.02,0,0.04,0%,1,1855
I/O BOUND,SCHED_RR,1,5,4.97,0,0.05,1%,1,1932
I/O BOUND,SCHED_RR,1,5,2.3,0,0.06,2%,1,1710
I/O BOUND,SCHED_RR,1,5,9.42,0,0.04,0%,1,1411
I/O BOUND,SCHED_RR,1,5,2,0,0.07,3%,1,1338
I/O BOUND,SCHED_RR,1,5,2.64,0,0.04,1%,1,1413
I/O BOUND,SCHED_RR,1,5,1.38,0,0.05,3%,1,1210
I/O BOUND,SCHED_RR,1,5,9.25,0,0.05,0%,1,1995
I/O BOUND,SCHED_RR,1,5,2.11,0,0.08,4%,1,1361
I/O BOUND,SCHED_RR,1,5,6.6,0,0.04,0%,1,1744
I/O BOUND,SCHED_RR,1,5,2.98,0,0.04,1%,1,1281
I/O BOUND,SCHED_RR,1,5,4.62,0.01,0.03,0%,1,1800
I/O BOUND,SCHED_RR,1,5,2.15,0.02,0.03,2%,1,1738
I/O BOUND,SCHED_RR,1,5,11.89,0,0.08,0%,1,1149
I/O BOUND,SCHED_RR,1,5,2.42,0,0.04,1%,1,1890
I/O BOUND,SCHED_RR,1,5,12.11,0.02,0.02,0%,1,1627
I/O BOUND,SCHED_RR,1,5,6.55,0,0.08,1%,1,1232
I/O BOUND,SCHED_RR,1,5,1.97,0.02,0.02,2%,1,1944
I/O BOUND,SCHED_RR,1,5,1.99,0.01,0.03,2%,1,1848
I/O BOUND,SCHED_RR,1,5,2.82,0,0.05,1%,1,1918
I/O BOUND,SCHED_RR,1,5,3.37,0,0.08,2%,1,1272
I/O BOUND,SCHED_RR,1,5,1.48,0,0.04,3%,1,1455
I/O BOUND,SCHED_RR,1,5,5.54,0,0.07,1%,1,1601
I/O BOUND,SCHED_RR,1,5,2.14,0,0.08,3%,1,1506
I/O BOUND,SCHED_RR,1,5,1.5,0,0.03,2%,1,1578
I/O BOUND,SCHED_RR,1,5,4.32,0.01,0.06,1%,1,1247
I/O BOUND,SCHED_RR,1,5,1.68,0,0.03,2%,1,1915
I/O BOUND,SCHED_RR,1,5,4.83,0,0.05,1%,1,1193
I/O BOUND,SCHED_RR,1,5,2.56,0,0.05,2%,1,1838
I/O BOUND,SCHED_RR,1,5,2.31,0,0.04,2%,1,1617
I/O BOUND,SCHED_RR,1,5,7.62,0,0.04,0%,1,1596
I/O BOUND,SCHED_RR,1,5,1.52,0,0.05,3%,1,1196
I/O BOUND,SCHED_RR,1,5,9.18,0,0.04,0%,1,1324
I/O BOUND,SCHED_RR,1,5,2.24,0,0.08,3%,1,1348
I/O BOUND,SCHED_RR,1,5,1.65,0,0.05,3%,1,1171
I/O BOUND,SCHED_RR,1,5,2.01,0,0.04,2%,1,1182
I/O BOUND,SCHED_RR,1,5,2.4,0,0.08,3%,1,1313
I/O BOUND,SCHED_RR,1,5,2.06,0,0.06,2%,0,1233
I/O BOUND,SCHED_RR,1,5,3.49,0,0.09,2%,1,1361
I/O BOUND,SCHED_RR,1,5,7.16,0,0.05,0%,1,1767
I/O BOUND,SCHED_RR,1,5,4.63,0,0.05,1%,1,1219
I/O BOUND,SCHED_RR,1,5,1.31,0,0.04,3%,1,1148
I/O BOUND,SCHED_RR,1,5,1.42,0,0.04,3%,1,1448
I/O BOUND,SCHED_RR,1,5,1.56,0,0.04,3%,1,1369
I/O BOUND,SCHED_RR,1,5,8.95,0,0.03,0%,1,1393
I/O BOUND,SCHED_RR,1,5,1.29,0,0.04,3%,1,1129
I/O BOUND,SCHED_RR,1,5,12.76,0,0.08,0%,1,1390
I/O BOUND,SCHED_RR,1,5,5.74,0,0.08,1%,1,1436
I/O BOUND,SCHED_RR,1,5,15.22,0,0.05,0%,1,1864
I/O BOUND,SCHED_RR,1,5,6.02,0,0.1,1%,1,1450
I/O BOUND,SCHED_RR,1,5,10.77,0,0.09,0%,1,1529
I/O BOUND,SCHED_RR,1,5,5.95,0,0.04,0%,1,1367
I/O BOUND,SCHED_RR,1,5,9.13,0.02,0.04,0%,1,1364
I/O BOUND,SCHED_RR,1,5,2.46,0,0.05,2%,1,1562
I/O BOUND,SCHED_RR,1,5,2.53,0,0.08,3%,1,1348
I/O BOUND,SCHED_RR,1,5,10.58,0.02,0.03,0%,1,1928
I/O BOUND,SCHED_RR,1,5,2.67,0,0.08,3%,1,1213
I/O BOUND,SCHED_RR,1,5,9.53,0,0.07,0%,1,1836
I/O BOUND,SCHED_RR,1,5,2.45,0,0.06,2%,1,1424
I/O BOUND,SCHED_RR,1,5,8.56,0,0.04,0%,1,1821
I/O BOUND,SCHED_RR,1,5,1.64,0,0.04,2%,1,1626
I/O BOUND,SCHED_RR,1,5,5.53,0,0.03,0%,1,1306
I/O BOUND,SCHED_RR,1,5,2.5,0,0.04,2%,1,1719
I/O BOUND,SCHED_RR,1,5,7.47,0,0.06,0%,1,1740
I/O BOUND,SCHED_RR,1,5,6.19,0,0.08,1%,1,1197
I/O BOUND,SCHED_RR,1,5,3.87,0,0.08,2%,1,1257
I/O BOUND,SCHED_RR,1,5,10.66,0,0.09,0%,1,1289
I/O BOUND,SCHED_RR,1,5,2.34,0.01,0.08,3%,1,1337
I/O BOUND,SCHED_RR,1,5,1.5,0,0.04,2%,1,1650
I/O BOUND,SCHED_RR,1,5,5.02,0,0.04,0%,1,1439
I/O BOUND,SCHED_RR,1,5,3.77,0,0.1,2%,1,1372
I/O BOUND,SCHED_RR,1,5,1.98,0.01,0.03,2%,1,1679
I/O BOUND,SCHED_RR,1,5,20.55,0.01,0.07,0%,1,1097
I/O BOUND,SCHED_RR,1,5,2.13,0.01,0.04,2%,1,1184
I/O BOUND,SCHED_RR,1,5,8.82,0.01,0.04,0%,1,1884
I/O BOUND,SCHED_RR,1,5,2.5,0.01,0.03,1%,1,1939
I/O BOUND,SCHED_RR,1,5,6.06,0,0.08,1%,1,1221
I/O BOUND,SCHED_RR,1,5,3.29,0,0.04,1%,1,1899
I/O BOUND,SCHED_RR,1,5,6.66,0.02,0.02,0%,1,1702
I/O BOUND,SCHED_RR,1,5,1.7,0,0.05,3%,1,1386
I/O BOUND,SCHED_RR,1,5,5.7,0,0.07,1%,1,1080
I/O BOUND,SCHED_RR,1,5,7.5,0,0.03,0%,1,1810
I/O BOUND,SCHED_RR,1,5,1.45,0,0.05,3%,1,1448
I/O BOUND,SCHED_RR,1,5,10.33,0,0.04,0%,1,1361
I/O BOUND,SCHED_RR,1,5,2.63,0,0.08,3%,1,1240
I/O BOUND,SCHED_RR,1,5,1.59,0,0.05,3%,1,1290
I/O BOUND,SCHED_RR,1,5,2.09,0,0.08,4%,1,1336
I/O BOUND,SCHED_RR,1,5,1.53,0,0.04,3%,1,1486
I/O BOUND,SCHED_RR,1,5,8.83,0,0.08,0%,1,1249
I/O BOUND,SCHED_RR,1,5,2.61,0,0.04,2%,1,1233
I/O BOUND,SCHED_RR,1,5,8.1,0,0.06,0%,1,1399
I/O BOUND,SCHED_RR,1,5,15.02,0,0.04,0%,1,1366
I/O BOUND,SCHED_RR,1,5,4.88,0,0.04,0%,1,1389
I/O BOUND,SCHED_RR,1,5,1.53,0,0.04,3%,1,1238
I/O BOUND,SCHED_RR,1,5,4.15,0,0.04,1%,1,1210
I/O BOUND,SCHED_RR,1,5,1.68,0,0.04,2%,1,1752
I/O BOUND,SCHED_RR,1,5,3.94,0.01,0.04,1%,1,1822
I/O BOUND,SCHED_RR,1,5,4.98,0,0.05,1%,1,1302
I/O BOUND,SCHED_RR,1,5,1.94,0,0.04,2%,1,1371
I/O BOUND,SCHED_RR,1,5,8.75,0.01,0.03,0%,1,1413
I/O BOUND,SCHED_RR,1,5,1.84,0,0.05,2%,1,1301
I/O BOUND,SCHED_RR,1,5,8.61,0.02,0.01,0%,1,1643
I/O BOUND,SCHED_RR,1,5,2.52,0,0.08,3%,1,1370
I/O BOUND,SCHED_RR,1,5,1.32,0,0.04,3%,1,1436
I/O BOUND,SCHED_RR,1,5,2,0.01,0.04,2%,1,1764
I/O BOUND,SCHED_RR,1,5,11.72,0,0.09,0%,1,1165
I/O BOUND,SCHED_RR,1,5,14.31,0,0.06,0%,1,1794
I/O BOUND,SCHED_RR,1,5,8.31,0.01,0.02,0%,1,1387
I/O BOUND,SCHED_RR,1,5,9.56,0,0.04,0%,1,1503
I/O BOUND,SCHED_RR,1,5,2.37,0,0.05,2%,1,1338
I/O BOUND,SCHED_RR,1,5,24.27,0,0.03,0%,1,1560
I/O BOUND,SCHED_RR,1,5,8.06,0,0.13,1%,1,1213
I/O BOUND,SCHED_RR,1,5,1.95,0.02,0.02,2%,1,1935
I/O BOUND,SCHED_RR,1,5,3.08,0,0.04,1%,1,1299
I/O BOUND,SCHED_RR,1,5,7.43,0.01,0.04,0%,1,1263
I/O BOUND,SCHED_RR,1,5,4.39,0,0.08,1%,1,1201
I/O BOUND,SCHED_RR,1,5,8.49,0,0.03,0%,1,1399
I/O BOUND,SCHED_RR,1,5,6.67,0.02,0.02,0%,1,1774
I/O BOUND,SCHED_RR,1,5,6.97,0,0.08,1%,1,1224
I/O BOUND,SCHED_RR,1,5,1.72,0,0.03,2%,1,1556
I/O BOUND,SCHED_RR,1,5,1.99,0,0.05,2%,1,1402
I/O BOUND,SCHED_RR,1,5,1.7,0,0.03,2%,1,1955
I/O BOUND,SCHED_RR,1,5,2.54,0,0.04,1%,1,1869
I/O BOUND,SCHED_RR,1,5,8.28,0,0.04,0%,1,1369
I/O BOUND,SCHED_RR,1,5,1.65,0,0.04,3%,1,1577
I/O BOUND,SCHED_RR,1,5,7.36,0,0.04,0%,1,1847
I/O BOUND,SCHED_RR,1,5,4.2,0,0.08,1%,1,1209
I/O BOUND,SCHED_RR,1,5,25.47,0.02,0.03,0%,1,1905
I/O BOUND,SCHED_RR,1,5,1.79,0,0.04,2%,1,1849
MIXED,SCHED_FIFO,1,5,15.49,39.03,0,251%,28,20
MIXED,SCHED_FIFO,1,5,15.51,38.87,0,250%,29,22
MIXED,SCHED_FIFO,1,5,15.37,38.89,0,253%,29,19
MIXED,SCHED_FIFO,1,5,15.64,39.29,0,251%,29,22
MIXED,SCHED_FIFO,1,5,15.18,38.52,0,253%,17,25
MIXED,SCHED_FIFO,1,5,15.17,38.41,0.03,253%,29,24
MIXED,SCHED_FIFO,1,5,15.41,38.55,0.01,250%,29,21
MIXED,SCHED_FIFO,1,5,15.03,37.82,0,251%,28,22
MIXED,SCHED_FIFO,1,5,15.24,38.47,0.02,252%,25,25
MIXED,SCHED_FIFO,1,5,15.71,38.89,0,247%,29,22
MIXED,SCHED_FIFO,1,5,15.17,38.29,0.01,252%,17,19
MIXED,SCHED_FIFO,1,5,15.14,38.37,0,253%,29,28
MIXED,SCHED_FIFO,1,5,15.34,39.33,0.02,256%,29,24
MIXED,SCHED_FIFO,1,5,15.42,38.66,0,250%,29,19
MIXED,SCHED_FIFO,1,5,15.3,38.89,0,254%,21,23
MIXED,SCHED_FIFO,1,5,15.84,39.78,0.02,251%,29,20
MIXED,SCHED_FIFO,1,5,15.39,38.61,0.03,251%,29,24
MIXED,SCHED_FIFO,1,5,15.45,38.95,0,252%,29,20
MIXED,SCHED_FIFO,1,5,15.47,38.78,0,250%,29,21
MIXED,SCHED_FIFO,1,5,15.68,38.79,0,247%,26,20
MIXED,SCHED_FIFO,1,5,15.51,39.75,0.02,256%,22,24
MIXED,SCHED_FIFO,1,5,15.42,38.47,0.01,249%,29,23
MIXED,SCHED_FIFO,1,5,15.5,38.78,0.01,250%,29,22
MIXED,SCHED_FIFO,1,5,15.35,38.36,0,249%,28,21
MIXED,SCHED_FIFO,1,5,15.49,39.17,0,252%,29,20
MIXED,SCHED_FIFO,1,5,15.35,38.63,0,251%,22,22
MIXED,SCHED_FIFO,1,5,15.28,37.99,0.02,248%,25,20
MIXED,SCHED_FIFO,1,5,15.4,38.81,0,251%,29,21
MIXED,SCHED_FIFO,1,5,15.24,37.42,0.01,245%,29,21
MIXED,SCHED_FIFO,1,5,15.42,37.6,0.02,243%,21,23
MIXED,SCHED_FIFO,1,5,15.2,37.7,0,248%,28,27
MIXED,SCHED_FIFO,1,5,15.35,38.83,0,252%,29,21
MIXED,SCHED_FIFO,1,5,15.58,37.56,0.02,241%,28,22
MIXED,SCHED_FIFO,1,5,15.91,39.59,0,248%,29,22
MIXED,SCHED_FIFO,1,5,15.52,39.85,0.06,257%,29,26
MIXED,SCHED_FIFO,1,5,15.22,37.93,0.02,249%,18,22
MIXED,SCHED_FIFO,1,5,15.13,38.46,0.01,254%,29,19
MIXED,SCHED_FIFO,1,5,15.39,38.9,0.04,252%,29,25
MIXED,SCHED_FIFO,1,5,14.81,37.59,0.02,253%,17,22
MIXED,SCHED_FIFO,1,5,15.68,39.6,0,252%,29,21
MIXED,SCHED_FIFO,1,5,15.5,38.57,0.01,248%,29,21
MIXED,SCHED_FIFO,1,5,15.23,38.37,0,251%,29,20
MIXED,SCHED_FIFO,1,5,14.85,36.28,0,244%,25,21
MIXED,SCHED_FIFO,1,5,14.98,37.33,0.01,249%,14,21
MIXED,SCHED_FIFO,1,5,15.43,37.8,0.02,245%,18,24
MIXED,SCHED_FIFO,1,5,15.03,38.11,0,253%,29,22
MIXED,SCHED_FIFO,1,5,15.21,38.87,0.06,255%,29,22
MIXED,SCHED_FIFO,1,5,15.5,38.59,0.01,249%,29,22
MIXED,SCHED_FIFO,1,5,15.31,38.79,0,253%,29,21
MIXED,SCHED_FIFO,1,5,14.75,37.43,0.01,253%,14,25
MIXED,SCHED_FIFO,1,5,15.56,38.61,0.02,248%,29,21
MIXED,SCHED_FIFO,1,5,15.43,38.65,0,250%,29,19
MIXED,SCHED_FIFO,1,5,15.31,37.92,0.02,247%,29,21
MIXED,SCHED_FIFO,1,5,15.32,38.48,0,251%,29,20
